,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
20,Luke Thomas,eng ENG,DF,23-286,5.0,4,363.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02
21,Patson Daka,zm ZAM,"FW,MF",26-165,16.0,3,463.0,5.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.8,4.0,7.0,24.0,0.19,0.0,0.19,0.19,0.19,0.15,0.0,0.15,0.15,0.15
22,Ricardo Pereira,pt POR,DF,31-168,3.0,2,153.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
23,Danny Ward,wls WAL,GK,31-274,2.0,1,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Hamza Choudhury,eng ENG,"MF,DF",27-173,4.0,1,131.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,4.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.27,0.0,0.27
25,Woyo Coulibaly,fr FRA,DF,25-307,4.0,1,109.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04
26,Odsonne Édouard,fr FRA,FW,27-066,4.0,0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.13
27,Will Alves,eng ENG,FW,20-048,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Thomas Cannon,ie IRL,FW,22-085,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Henry Cartwright,eng ENG,MF,20-102,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Daniel Iversen,dk DEN,GK,27-247,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Benjamin Nelson,eng ENG,DF,21-005,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Thomas Wilson-Brown,eng ENG,MF,20-169,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Squad Total,,,27.3,29.0,319,2610.0,29.0,25.0,20.0,45.0,23.0,2.0,2.0,64.0,0.0,25.7,24.2,20.4,44.6,472.0,861.0,854.0,0.86,0.69,1.55,0.79,1.48,0.89,0.7,1.59,0.84,1.54
34,Opponent Total,,,27.0,29.0,319,2610.0,29.0,62.0,48.0,110.0,61.0,1.0,2.0,46.0,2.0,53.4,51.8,40.6,92.5,550.0,1370.0,1353.0,2.14,1.66,3.79,2.1,3.76,1.84,1.4,3.24,1.79,3.19
0,Kyle Walker-Peters,eng ENG,DF,27-344,,27,2378.0,26.4,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.5,0.5,2.6,3.0,97.0,114.0,114.0,0.0,0.08,0.08,0.0,0.08,0.02,0.1,0.12,0.02,0.12
1,Mateus Fernandes,pt POR,MF,20-256,,25,2141.0,23.8,1.0,2.0,3.0,1.0,0.0,0.0,7.0,0.0,3.1,3.1,2.0,5.2,62.0,107.0,76.0,0.04,0.08,0.13,0.04,0.13,0.13,0.09,0.22,0.13,0.22
2,Taylor Harwood-Bellis,eng ENG,DF,23-052,,24,2120.0,23.6,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,1.7,1.7,0.8,2.5,25.0,102.0,8.0,0.04,0.0,0.04,0.04,0.04,0.07,0.03,0.11,0.07,0.11
3,Jan Bednarek,pl POL,DF,28-345,,23,1901.0,21.1,2.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,0.7,0.7,0.5,1.1,4.0,51.0,1.0,0.09,0.0,0.09,0.09,0.09,0.03,0.02,0.05,0.03,0.05
4,Aaron Ramsdale,eng ENG,GK,26-313,,21,1890.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Joe Aribo,ng NGA,"MF,DF",28-245,,19,1826.0,20.3,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,2.7,2.7,1.6,4.2,34.0,69.0,62.0,0.15,0.0,0.15,0.15,0.15,0.13,0.08,0.21,0.13,0.21
6,Flynn Downes,eng ENG,MF,26-062,,18,1522.0,16.9,1.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,0.6,0.6,0.9,1.5,21.0,52.0,24.0,0.06,0.0,0.06,0.06,0.06,0.04,0.05,0.09,0.04,0.09
7,Tyler Dibling,eng ENG,"FW,MF",19-011,,17,1540.0,17.1,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,2.4,2.4,1.4,3.8,60.0,54.0,80.0,0.12,0.0,0.12,0.12,0.12,0.14,0.08,0.22,0.14,0.22
8,Yukinari Sugawara,jp JPN,"DF,MF",24-268,,15,1439.0,16.0,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.4,0.4,2.2,2.7,30.0,67.0,72.0,0.06,0.06,0.13,0.06,0.13,0.03,0.14,0.17,0.03,0.17
9,Adam Armstrong,eng ENG,"FW,MF",28-041,,15,1248.0,13.9,2.0,2.0,4.0,2.0,0.0,1.0,4.0,0.0,3.3,2.3,1.2,3.5,25.0,21.0,79.0,0.14,0.14,0.29,0.14,0.29,0.24,0.09,0.32,0.17,0.25
10,Ryan Manning,ie IRL,"DF,MF",28-282,,12,971.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,2.4,2.7,11.0,15.0,57.0,0.0,0.0,0.0,0.0,0.0,0.03,0.22,0.25,0.03,0.25
11,Cameron Archer,eng ENG,FW,23-245,,11,1181.0,13.1,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,4.9,4.1,0.3,4.4,16.0,12.0,55.0,0.15,0.0,0.15,0.15,0.15,0.37,0.03,0.4,0.31,0.34
12,James Bree,eng ENG,DF,27-163,,11,890.0,9.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.9,1.0,9.0,30.0,34.0,0.0,0.1,0.1,0.0,0.1,0.01,0.09,0.1,0.01,0.1
13,Lesley Ugochukwu,fr FRA,MF,20-362,,10,1025.0,11.4,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.4,0.4,0.8,1.1,21.0,42.0,16.0,0.0,0.09,0.09,0.0,0.09,0.03,0.07,0.1,0.03,0.1
14,Jack Stephens,eng ENG,DF,31-055,,10,804.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.3,0.3,0.1,0.4,11.0,43.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05
15,Paul Onuachu,ng NGA,FW,30-299,,8,764.0,8.5,3.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,2.8,2.8,0.5,3.3,6.0,11.0,27.0,0.35,0.12,0.47,0.35,0.47,0.33,0.06,0.39,0.33,0.39
16,Kamaldeen Sulemana,gh GHA,"FW,MF",23-036,,8,742.0,8.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.4,1.2,34.0,12.0,56.0,0.12,0.0,0.12,0.12,0.12,0.11,0.04,0.15,0.11,0.15
17,Nathan Wood-Gordon,eng ENG,DF,22-296,,7,624.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.3,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.04,0.03,0.04
18,William Smallbone,ie IRL,MF,25-030,,6,555.0,6.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.6,1.0,4.0,22.0,18.0,0.16,0.0,0.16,0.16,0.16,0.06,0.1,0.17,0.06,0.17
19,Alex McCarthy,eng ENG,GK,35-110,,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Adam Lallana,eng ENG,MF,36-317,,5,361.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.9,1.1,6.0,24.0,10.0,0.0,0.5,0.5,0.0,0.5,0.04,0.23,0.27,0.04,0.27
21,Ben Brereton,cl CHI,FW,25-339,,4,449.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,0.9,0.1,1.0,12.0,9.0,42.0,0.0,0.0,0.0,0.0,0.0,0.18,0.02,0.2,0.18,0.2
22,Ryan Fraser,sct SCO,"FW,DF",31-027,,4,306.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.1,10.0,8.0,18.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04
23,Joe Lumley,eng ENG,GK,30-036,,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Welington,br BRA,"DF,MF",24-032,,3,172.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
25,Armel Bella Kotchap,de GER,DF,23-102,,2,331.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09
26,Charlie Taylor,eng ENG,DF,31-186,,2,266.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,3.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03
27,Albert Grønbaek,dk DEN,"FW,MF",23-304,,2,143.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.08,0.07,0.08
28,Ross Stewart,sct SCO,"FW,MF",28-255,,1,132.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08
29,Maxwel Cornet,ci CIV,FW,28-177,,1,72.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2
30,Samuel Edozie,eng ENG,"DF,FW",22-054,,0,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,6.0,4.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.14
31,Samuel Amo-Ameyaw,eng ENG,"FW,DF",18-248,,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.07,0.22,0.29,0.07,0.29
32,Ronnie Edwards,eng ENG,DF,21-360,,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Carlos Alcaraz,ar ARG,MF,22-113,,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.62,0.86,1.48,0.62,1.48
34,Joe O'Brien-Whitmarsh,ie IRL,FW,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Squad Total,,,26.0,,319,2610.0,29.0,20.0,12.0,32.0,20.0,0.0,2.0,75.0,3.0,27.0,25.2,20.3,45.6,518.0,910.0,902.0,0.69,0.41,1.1,0.69,1.1,0.93,0.7,1.63,0.87,1.57
36,Opponent Total,,,26.7,,319,2610.0,29.0,70.0,49.0,119.0,64.0,6.0,6.0,46.0,1.0,67.6,63.1,50.2,113.3,612.0,1173.0,1167.0,2.41,1.69,4.1,2.21,3.9,2.33,1.73,4.06,2.18,3.91
